t,v_cmd,w_cmd,v_meas,w_meas,e_v,e_w,left_voltage,right_voltage,x_gt,y_gt,yaw_gt,seq_ok,status
3.184004,0.200000,0.040000,0.191788,0.047937,0.008212,-0.007937,1.915142,1.947462,0.599110,0.000268,0.001984,1,0
3.200004,0.200000,0.040000,0.191810,0.000000,0.008190,0.040000,1.897809,1.968735,0.602179,0.000274,0.002098,1,0
3.216004,0.200000,0.040000,0.190177,0.095874,0.009823,-0.055874,1.936391,1.930260,0.605222,0.000280,0.002219,1,0
3.232004,0.200000,0.040000,0.193242,0.000000,0.006758,0.040000,1.897966,1.968790,0.608313,0.000287,0.002116,1,0
3.248004,0.200000,0.040000,0.190232,0.047937,0.009768,-0.007937,1.915286,1.947710,0.611357,0.000294,0.002238,1,0
3.264004,0.200000,0.040000,0.191829,0.047937,0.008171,-0.007937,1.915349,1.947722,0.614426,0.000301,0.002366,1,0
3.280004,0.200000,0.040000,0.191886,0.000000,0.008114,0.040000,1.898016,1.968995,0.617497,0.000308,0.002501,1,0
3.296004,0.200000,0.040000,0.190270,0.143811,0.009730,-0.103811,1.953993,1.909258,0.620541,0.000316,0.002645,1,0
3.312004,0.200000,0.040000,0.191314,-0.095874,0.008686,0.135874,1.859655,2.007537,0.623602,0.000324,0.002494,1,0
3.328004,0.200000,0.040000,0.186495,0.143811,0.013505,-0.103811,1.953981,1.909451,0.626586,0.000332,0.002637,1,0
3.344004,0.200000,0.040000,0.191245,-0.047937,0.008755,0.087937,1.877038,1.986469,0.629646,0.000340,0.002487,1,0
3.360004,0.200000,0.040000,0.188204,0.095874,0.011796,-0.055874,1.936711,1.930736,0.632657,0.000348,0.002628,1,0
3.376004,0.200000,0.040000,0.193245,0.047937,0.006755,-0.007937,1.915682,1.948006,0.635749,0.000356,0.002524,1,0
